	translatome	tran_name	tran_annotation	tran_category	proteome	prot_name	prot_annotation	prot_category	correlation
104	P47756	CAPZB	F-actin-capping protein subunit beta;CAPZB;ortholog	non-motor actin binding protein(PC00165)	P0DTD2		Protein 9b (Accessory protein 9b) (ORF-9b)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	0.913329653256628
105	P47756	CAPZB	F-actin-capping protein subunit beta;CAPZB;ortholog	non-motor actin binding protein(PC00165)	P0DTC3		Protein 3a (Accessory protein 3a) (Protein U274) (Protein X1)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	0.9124548662899642
106	Q03701				O15162				0.9119679575786519
107	Q9Y281				O95274	LYPD3	Ly6/PLAUR domain-containing protein 3;LYPD3;ortholog	transmembrane signal receptor(PC00197)	0.9110805533818591
108	Q9NX63	CHCHD3	MICOS complex subunit MIC19;CHCHD3;ortholog		Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		0.910865248459778
109	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		Q13685	AAMP	Angio-associated migratory cell protein;AAMP;ortholog		0.9106332768083009
110	P21291	CSRP1	Cysteine and glycine-rich protein 1;CSRP1;ortholog	actin or actin-binding cytoskeletal protein(PC00041)	O95274	LYPD3	Ly6/PLAUR domain-containing protein 3;LYPD3;ortholog	transmembrane signal receptor(PC00197)	0.909585726598313
111	Q9Y281				P0DTD2		Protein 9b (Accessory protein 9b) (ORF-9b)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	0.909433445926736
112	P30040				O75116	ROCK2	Rho-associated protein kinase 2;ROCK2;ortholog	non-receptor serine/threonine protein kinase(PC00167)	0.9090344595006591
113	Q9Y281				P0DTC3		Protein 3a (Accessory protein 3a) (Protein U274) (Protein X1)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	0.9082505529874109
114	Q96A33				O15162				0.9081826785731929
115	P21291	CSRP1	Cysteine and glycine-rich protein 1;CSRP1;ortholog	actin or actin-binding cytoskeletal protein(PC00041)	P0DTC9		Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	0.9075191557655359
116	Q96A33				Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		0.9068402364531679
117	Q9Y281				Q2TAA5	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1		0.90644442660068
118	P47756	CAPZB	F-actin-capping protein subunit beta;CAPZB;ortholog	non-motor actin binding protein(PC00165)	O95274	LYPD3	Ly6/PLAUR domain-containing protein 3;LYPD3;ortholog	transmembrane signal receptor(PC00197)	0.902540062629115
119	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		P02753	RBP4	Retinol-binding protein 4;RBP4;ortholog	transfer/carrier protein(PC00219)	0.9017364907318901
120	Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		O95274	LYPD3	Ly6/PLAUR domain-containing protein 3;LYPD3;ortholog	transmembrane signal receptor(PC00197)	0.901662704876939
121	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	Q9UL33	TRAPPC2L	Trafficking protein particle complex subunit 2-like protein;TRAPPC2L;ortholog	membrane traffic protein(PC00150)	0.901343371271487
122	P21291	CSRP1	Cysteine and glycine-rich protein 1;CSRP1;ortholog	actin or actin-binding cytoskeletal protein(PC00041)	Q9NPE3	NOP10	H/ACA ribonucleoprotein complex subunit 3;NOP10;ortholog	RNA binding protein(PC00031)	0.9004800187900109
123	P30040				P08243	ASNS	Asparagine synthetase [glutamine-hydrolyzing];ASNS;ortholog	ligase(PC00142)	0.8985724526842671
124	P21291	CSRP1	Cysteine and glycine-rich protein 1;CSRP1;ortholog	actin or actin-binding cytoskeletal protein(PC00041)	Q2TAA5	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1		0.8963613962548199
125	Q14566	MCM6	DNA replication licensing factor MCM6;MCM6;ortholog	DNA binding protein(PC00009)	Q00266_P31153				0.892827988218772
126	Q5T6V5				O95274	LYPD3	Ly6/PLAUR domain-containing protein 3;LYPD3;ortholog	transmembrane signal receptor(PC00197)	0.8908832256094641
127	P21291	CSRP1	Cysteine and glycine-rich protein 1;CSRP1;ortholog	actin or actin-binding cytoskeletal protein(PC00041)	P0DTD2		Protein 9b (Accessory protein 9b) (ORF-9b)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	0.885845669986857
128	P21291	CSRP1	Cysteine and glycine-rich protein 1;CSRP1;ortholog	actin or actin-binding cytoskeletal protein(PC00041)	P0DTC3		Protein 3a (Accessory protein 3a) (Protein U274) (Protein X1)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	0.8853036617335491
129	P11142	HSPA8	Heat shock cognate 71 kDa protein;HSPA8;ortholog		P48730_P49674				0.87866039448525
130	P05783	KRT18	Keratin		P15260	IFNGR1	Interferon gamma receptor 1;IFNGR1;ortholog	transmembrane signal receptor(PC00197)	0.8785860613907192
131	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	Q7KZ85	SUPT6H	Transcription elongation factor SPT6;SUPT6H;ortholog	general transcription factor(PC00259)	0.8744260696792591
132	P21291	CSRP1	Cysteine and glycine-rich protein 1;CSRP1;ortholog	actin or actin-binding cytoskeletal protein(PC00041)	O15162				0.873512857731808
133	P21291	CSRP1	Cysteine and glycine-rich protein 1;CSRP1;ortholog	actin or actin-binding cytoskeletal protein(PC00041)	Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		0.8726150221263091
134	Q13907	IDI1			P11388	TOP2A			0.871581030078937
135	Q13907	IDI1			Q9H0H5	RACGAP1	Rac GTPase-activating protein 1;RACGAP1;ortholog	GTPase-activating protein(PC00257)	0.86323942113777
136	Q13907	IDI1			P46013				0.861934796481578
137	P08865	RPSA	40S ribosomal protein SA;RPSA;ortholog	ribosomal protein(PC00202)	P48730_P49674				0.8587447816968241
138	Q13907	IDI1			Q49A26				0.854983531959237
139	P30040				P02753	RBP4	Retinol-binding protein 4;RBP4;ortholog	transfer/carrier protein(PC00219)	0.853580051269422
140	P08865	RPSA	40S ribosomal protein SA;RPSA;ortholog	ribosomal protein(PC00202)	Q14517				0.847760359774499
141	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	P31321	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit;PRKAR1B;ortholog		0.8466739059910269
142	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	Q13685	AAMP	Angio-associated migratory cell protein;AAMP;ortholog		0.84239664620861
143	P28370				Q9NVI1	FANCI	Fanconi anemia group I protein;FANCI;ortholog		0.834443526273144
144	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	P02753	RBP4	Retinol-binding protein 4;RBP4;ortholog	transfer/carrier protein(PC00219)	0.8337459859845029
145	Q13907	IDI1			O94956	SLCO2B1	Solute carrier organic anion transporter family member 2B1;SLCO2B1;ortholog	transporter(PC00227)	0.831743730895561
146	P28370				Q9BPZ3				0.8289282515964
147	P11142	HSPA8	Heat shock cognate 71 kDa protein;HSPA8;ortholog		Q14517				0.8225859416408859
148	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		Q16778	HIST2H2BE	Histone H2B type 2-E;HIST2H2BE;ortholog	histone(PC00118)	0.8210543301717339
149	P30040				Q13685	AAMP	Angio-associated migratory cell protein;AAMP;ortholog		0.8195335791364731
150	P28370				Q8WWK9				0.8193271475963549
151	P10412	HIST1H1E	Histone H1.4;HIST1H1E;ortholog	histone(PC00118)	Q13685	AAMP	Angio-associated migratory cell protein;AAMP;ortholog		0.8184619080401891
152	Q14978				P48730_P49674				0.8160945435932622
153	P11142	HSPA8	Heat shock cognate 71 kDa protein;HSPA8;ortholog		P15260	IFNGR1	Interferon gamma receptor 1;IFNGR1;ortholog	transmembrane signal receptor(PC00197)	0.815521616468734
154	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	O75127				0.8107172035239429
155	P28370				Q8WYA6	CTNNBL1	Beta-catenin-like protein 1;CTNNBL1;ortholog		0.8096577055565071
156	P28370				O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase;SNRNP200;ortholog	scaffold/adaptor protein(PC00226)	0.8084907321128059
157	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	P08243	ASNS	Asparagine synthetase [glutamine-hydrolyzing];ASNS;ortholog	ligase(PC00142)	0.807572954278005
158	P28370				O75717				0.807451751980241
159	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	O75116	ROCK2	Rho-associated protein kinase 2;ROCK2;ortholog	non-receptor serine/threonine protein kinase(PC00167)	0.8036080231951271
160	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		Q9UL33	TRAPPC2L	Trafficking protein particle complex subunit 2-like protein;TRAPPC2L;ortholog	membrane traffic protein(PC00150)	0.802489046034361
161	Q14978				P15260	IFNGR1	Interferon gamma receptor 1;IFNGR1;ortholog	transmembrane signal receptor(PC00197)	0.7975051470770571
162	P19338	NCL	Nucleolin;NCL;ortholog		P48730_P49674				0.795371612909368
163	P11142	HSPA8	Heat shock cognate 71 kDa protein;HSPA8;ortholog		Q00266_P31153				0.7945127251122859
164	P11216	PYGB	Glycogen phosphorylase	glycosyltransferase(PC00111)	Q14517				0.79432966610274
165	P27635	RPL10	60S ribosomal protein L10;RPL10;ortholog	ribosomal protein(PC00202)	Q00266_P31153				0.7938735548504399
166	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	Q00266_P31153				0.789536611133741
167	P11216	PYGB	Glycogen phosphorylase	glycosyltransferase(PC00111)	P48730_P49674				0.786062137496198
168	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		P30046				0.7855018399947069
169	P28370				Q6P2Q9	PRPF8	Pre-mRNA-processing-splicing factor 8;PRPF8;ortholog	RNA splicing factor(PC00148)	0.783923935426293
170	P27635	RPL10	60S ribosomal protein L10;RPL10;ortholog	ribosomal protein(PC00202)	P48730_P49674				0.7820630860321189
171	Q14566	MCM6	DNA replication licensing factor MCM6;MCM6;ortholog	DNA binding protein(PC00009)	P31153	MAT2A	S-adenosylmethionine synthase isoform type-2;MAT2A;ortholog	nucleotidyltransferase(PC00174)	0.781786805473965
172	P28370				P06493	CDK1	Cyclin-dependent kinase 1;CDK1;ortholog	non-receptor serine/threonine protein kinase(PC00167)	0.778843664720303
173	P28370				P46013				0.778461283980971
174	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	P48730_P49674				0.776691508334515
175	P35754	GLRX	Glutaredoxin-1;GLRX;ortholog		O15551	CLDN3	Claudin-3;CLDN3;ortholog	tight junction(PC00214)	0.7760669165852259
176	Q13907	IDI1			O43663	PRC1	Protein regulator of cytokinesis 1;PRC1;ortholog	non-motor microtubule binding protein(PC00166)	0.7748775934491942
177	P10412	HIST1H1E	Histone H1.4;HIST1H1E;ortholog	histone(PC00118)	P11388	TOP2A			0.769876952616504
178	Q14566	MCM6	DNA replication licensing factor MCM6;MCM6;ortholog	DNA binding protein(PC00009)	P48730_P49674				0.7698221906905691
179	P05388	RPLP0			P48730_P49674				0.768670489864741
180	Q13907	IDI1			O14777	NDC80	Kinetochore protein NDC80 homolog;NDC80;ortholog	transcription cofactor(PC00217)	0.7676865631954319
181	P28370				O43663	PRC1	Protein regulator of cytokinesis 1;PRC1;ortholog	non-motor microtubule binding protein(PC00166)	0.7669486843243208
182	P62841	RPS15	40S ribosomal protein S15;RPS15;ortholog	ribosomal protein(PC00202)	Q14517				0.7654064115522121
183	P28370				P49959	MRE11A	Double-strand break repair protein MRE11;MRE11;ortholog		0.7635553126952378
184	P06748	NPM1	Nucleophosmin;NPM1;ortholog	chaperone(PC00072)	P48730_P49674				0.763323544060394
185	P19338	NCL	Nucleolin;NCL;ortholog		P15260	IFNGR1	Interferon gamma receptor 1;IFNGR1;ortholog	transmembrane signal receptor(PC00197)	0.762519650483343
186	Q14978				Q14517				0.7623512695390029
187	P68104	EEF1A1	Elongation factor 1-alpha 1;EEF1A1;ortholog	translation factor(PC00223)	P15260	IFNGR1	Interferon gamma receptor 1;IFNGR1;ortholog	transmembrane signal receptor(PC00197)	0.7607140910154859
188	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		Q8TB92	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase	lyase(PC00144)	0.7596683586148779
189	P08865	RPSA	40S ribosomal protein SA;RPSA;ortholog	ribosomal protein(PC00202)	O95478				0.7566801556308921
190	P08865	RPSA	40S ribosomal protein SA;RPSA;ortholog	ribosomal protein(PC00202)	Q00266_P31153				0.7564332854244341
191	P35754	GLRX	Glutaredoxin-1;GLRX;ortholog		Q9H190				0.754065636602087
192	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	P31153	MAT2A	S-adenosylmethionine synthase isoform type-2;MAT2A;ortholog	nucleotidyltransferase(PC00174)	0.753202073834686
193	P32969	RPL9	60S ribosomal protein L9;RPL9P9;ortholog	ribosomal protein(PC00202)	P48730_P49674				0.7511571687649878
194	P11142	HSPA8	Heat shock cognate 71 kDa protein;HSPA8;ortholog		O95478				0.750666184889034
195	P11142	HSPA8	Heat shock cognate 71 kDa protein;HSPA8;ortholog		P35869	AHR	Aryl hydrocarbon receptor;AHR;ortholog	basic helix-loop-helix transcription factor(PC00055)	0.749395262672169
196	P05388	RPLP0			Q14517				0.7487576952972959
197	Q13907	IDI1			Q9NVI1	FANCI	Fanconi anemia group I protein;FANCI;ortholog		0.7481823138461091
198	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		P14174	MIF			0.7473456102832629
199	P05783	KRT18	Keratin		P48730_P49674				0.7468600804056451
200	P05787	KRT8	Keratin		P35869	AHR	Aryl hydrocarbon receptor;AHR;ortholog	basic helix-loop-helix transcription factor(PC00055)	0.7437670177186899
201	Q13907	IDI1			Q8WWK9				0.742557679465636
202	P10412	HIST1H1E	Histone H1.4;HIST1H1E;ortholog	histone(PC00118)	Q9UL33	TRAPPC2L	Trafficking protein particle complex subunit 2-like protein;TRAPPC2L;ortholog	membrane traffic protein(PC00150)	0.741152292436907
203	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	P15260	IFNGR1	Interferon gamma receptor 1;IFNGR1;ortholog	transmembrane signal receptor(PC00197)	0.7400266388290391
204	P11142	HSPA8	Heat shock cognate 71 kDa protein;HSPA8;ortholog		P31153	MAT2A	S-adenosylmethionine synthase isoform type-2;MAT2A;ortholog	nucleotidyltransferase(PC00174)	0.7395307461843841
205	P05787	KRT8	Keratin		P48730_P49674				0.737661210814428
206	P19338	NCL	Nucleolin;NCL;ortholog		Q14517				0.737165779529173
207	Q86TU7	SETD3	Actin-histidine N-methyltransferase;SETD3;ortholog		Q9UPN6				0.7360128078805459
208	P53602	MVD			P11388	TOP2A			0.734973195227212
209	P32969	RPL9	60S ribosomal protein L9;RPL9P9;ortholog	ribosomal protein(PC00202)	Q14517				0.7347522317063421
210	P28370				P11388	TOP2A			0.7339118495769341
211	Q14978				Q00266_P31153				0.7331425489239509
212	P10412	HIST1H1E	Histone H1.4;HIST1H1E;ortholog	histone(PC00118)	P02753	RBP4	Retinol-binding protein 4;RBP4;ortholog	transfer/carrier protein(PC00219)	0.733067541259793
213	P19338	NCL	Nucleolin;NCL;ortholog		Q00266_P31153				0.732784700449713
214	P53602	MVD			O43663	PRC1	Protein regulator of cytokinesis 1;PRC1;ortholog	non-motor microtubule binding protein(PC00166)	0.732203298000313
215	P62841	RPS15	40S ribosomal protein S15;RPS15;ortholog	ribosomal protein(PC00202)	P48730_P49674				0.730177154086404
216	P08865	RPSA	40S ribosomal protein SA;RPSA;ortholog	ribosomal protein(PC00202)	P31153	MAT2A	S-adenosylmethionine synthase isoform type-2;MAT2A;ortholog	nucleotidyltransferase(PC00174)	0.729430022910363
217	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	P35869	AHR	Aryl hydrocarbon receptor;AHR;ortholog	basic helix-loop-helix transcription factor(PC00055)	0.729379953940295
218	Q13907	IDI1			O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase;SNRNP200;ortholog	scaffold/adaptor protein(PC00226)	0.728982258560815
219	P05388	RPLP0			P15260	IFNGR1	Interferon gamma receptor 1;IFNGR1;ortholog	transmembrane signal receptor(PC00197)	0.728891857507083
220	P28370				Q5TBB1				0.7264449515498179
221	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	Q14517				0.722853017910751
222	P10412	HIST1H1E	Histone H1.4;HIST1H1E;ortholog	histone(PC00118)	Q7KZ85	SUPT6H	Transcription elongation factor SPT6;SUPT6H;ortholog	general transcription factor(PC00259)	0.7220942485966529
223	P28370				O94925	GLS	Glutaminase kidney isoform	hydrolase(PC00121)	0.7215672304277461
224	P53602	MVD			P46013				0.7213390418519681
225	P06280	GLA	Alpha-galactosidase A;GLA;ortholog		P50395	GDI2	Rab GDP dissociation inhibitor beta;GDI2;ortholog	G-protein modulator(PC00022)	0.7190686951895391
226	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		Q7KZ85	SUPT6H	Transcription elongation factor SPT6;SUPT6H;ortholog	general transcription factor(PC00259)	0.7188773935127399
227	P35754	GLRX	Glutaredoxin-1;GLRX;ortholog		Q14739	LBR	Delta(14)-sterol reductase;LBR;ortholog	reductase(PC00198)	0.7183996921367879
228	O75494	SRSF10	Serine/arginine-rich splicing factor 10;SRSF10;ortholog	RNA splicing factor(PC00148)	Q9UPN6				0.713469740703728
229	P35754	GLRX	Glutaredoxin-1;GLRX;ortholog		O60292				0.711598141830618
230	P53602	MVD			Q49A26				0.711349801693627
231	P32969	RPL9	60S ribosomal protein L9;RPL9P9;ortholog	ribosomal protein(PC00202)	Q00266_P31153				0.7103785272380141
232	P10412	HIST1H1E	Histone H1.4;HIST1H1E;ortholog	histone(PC00118)	Q8WWK9				0.710237952078391
233	P05388	RPLP0			Q00266_P31153				0.709571909494046
234	P28370				Q9BQP7				0.708304117211447
235	P35754	GLRX	Glutaredoxin-1;GLRX;ortholog		Q2M2H8				0.7081153853004291
236	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	O95478				0.707780736181708
237	P08865	RPSA	40S ribosomal protein SA;RPSA;ortholog	ribosomal protein(PC00202)	P35869	AHR	Aryl hydrocarbon receptor;AHR;ortholog	basic helix-loop-helix transcription factor(PC00055)	0.707679671591536
238	Q8NC51				P48730_P49674				0.707254183612259
239	P28370				Q7Z2T5				0.70675606895935
240	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		Q9H1I8	ASCC2	Activating signal cointegrator 1 complex subunit 2;ASCC2;ortholog		0.7050803504611899
241	P10412	HIST1H1E	Histone H1.4;HIST1H1E;ortholog	histone(PC00118)	P46013				0.7047583438331321
242	P06748	NPM1	Nucleophosmin;NPM1;ortholog	chaperone(PC00072)	P15260	IFNGR1	Interferon gamma receptor 1;IFNGR1;ortholog	transmembrane signal receptor(PC00197)	0.7045958486629191
243	Q14978				P35869	AHR	Aryl hydrocarbon receptor;AHR;ortholog	basic helix-loop-helix transcription factor(PC00055)	0.704051565105155
244	Q8NC51				Q00266_P31153				0.703762996662926
245	P05388	RPLP0			P35869	AHR	Aryl hydrocarbon receptor;AHR;ortholog	basic helix-loop-helix transcription factor(PC00055)	0.703732424078487
246	P28370				O94956	SLCO2B1	Solute carrier organic anion transporter family member 2B1;SLCO2B1;ortholog	transporter(PC00227)	0.7026423025891011
247	P27635	RPL10	60S ribosomal protein L10;RPL10;ortholog	ribosomal protein(PC00202)	Q14517				0.7026290762314351
248	P05388	RPLP0			O95478				0.697916554990036
249	P68104	EEF1A1	Elongation factor 1-alpha 1;EEF1A1;ortholog	translation factor(PC00223)	P48730_P49674				0.697633804731729
250	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		O75127				0.6948629748863959
251	P28370				Q49A26				0.6948383091708059
252	O60313	OPA1	Dynamin-like 120 kDa protein	membrane traffic protein(PC00150)	Q9UPN6				0.6945302154165921
253	P53602	MVD			Q9H0H5	RACGAP1	Rac GTPase-activating protein 1;RACGAP1;ortholog	GTPase-activating protein(PC00257)	0.694462288658905
254	P08865	RPSA	40S ribosomal protein SA;RPSA;ortholog	ribosomal protein(PC00202)	P15260	IFNGR1	Interferon gamma receptor 1;IFNGR1;ortholog	transmembrane signal receptor(PC00197)	0.6941893601658289
255	P32969	RPL9	60S ribosomal protein L9;RPL9P9;ortholog	ribosomal protein(PC00202)	P35869	AHR	Aryl hydrocarbon receptor;AHR;ortholog	basic helix-loop-helix transcription factor(PC00055)	0.692238856706665
256	P27635	RPL10	60S ribosomal protein L10;RPL10;ortholog	ribosomal protein(PC00202)	P31153	MAT2A	S-adenosylmethionine synthase isoform type-2;MAT2A;ortholog	nucleotidyltransferase(PC00174)	0.6903130890946271
257	Q13907	IDI1			Q8WYA6	CTNNBL1	Beta-catenin-like protein 1;CTNNBL1;ortholog		0.6902415288349439
258	P53602	MVD			O94956	SLCO2B1	Solute carrier organic anion transporter family member 2B1;SLCO2B1;ortholog	transporter(PC00227)	0.690113906184897
